,budget_fiscal_year,department_name,fund_name,account_name,total_expenditures,total_budget,account_group_name,department
205,2021,CITY ADMINISTRATIVE OFFICER,TX REV ANTICIP NOTE PROC,PENSION CONTRIBUTIONS,738908217,767232291,,10
206,2021,CITY ADMINISTRATIVE OFFICER,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,32732.44,135287.72,EXPENSES,10
207,2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: RIM-OF-THE-VALLEY TRAILS (R26),,580719,SPECIAL,10
208,2021,CITY ADMINISTRATIVE OFFICER,INSURANCE PREMIUMS SPECIAL FD,INSURANCE AND BONDS PREMIUMS,761989.44,4000000,,10
209,2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,GENERAL SERVICES,77500,139000,,10
210,2021,CITY ADMINISTRATIVE OFFICER,HOMELESS EFFORTS - COUNTY FUNDING AGREEMENT FUND,HOMELESS EFFORT - COUNTY FUNDING AGREEMENT,,33472232,,10
211,2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K ADMINISTRATION F,CHIEF LEGISLATIVE ANALYST (CLA),,33356,SPECIAL,10
212,2021,CITY ADMINISTRATIVE OFFICER,HOMELESS EMERGENCY AID PROGRAM GRANT FUND,CAPITAL IMPROVEMENT EXPENSE PROGRAM,1133026.89,1133026.89,,10
213,2021,CITY ADMINISTRATIVE OFFICER,HHAP,MAYOR,146298,146298,,10
214,2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,EWDD CRF PROJECTS,,0,,10
215,2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,11471 CHANDLER BOULEVARD,1234782.83,4816701.84,,10
216,2021,CITY ADMINISTRATIVE OFFICER,DISASTER ASSISTANCE TRUST FUND,FEDERAL DISASTER ASSISTANCE,,20542781,SPECIAL,10
217,2021,CITY ADMINISTRATIVE OFFICER,HOMELESS EMERGENCY AID PROGRAM GRANT FUND,BUREAU OF SANITATION,55932.74,55932.74,,10
218,2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,19020-19040 VANOWEN STREET,221171.71,3184863.68,,10
219,2021,CITY ADMINISTRATIVE OFFICER,HHAP,1455 ALVARADO ST,,5255000,,10
220,2021,CITY ADMINISTRATIVE OFFICER,GREATER LOS ANGELES VISITORS,UNALLOCATED,,2432137,SPECIAL,10
221,2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,INFORMATION TECHNOLOGY AGENCY,,38194,,10
222,2021,CITY ADMINISTRATIVE OFFICER,HHAP,CAPITAL IMPROVEMENT EXPENSE PROGRAM,7324856.27,7324856.27,,10
223,2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,3061 RIVERSIDE DRIVE,1243719.23,1286000.04,,10
224,2021,CITY ADMINISTRATIVE OFFICER,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,1298.68,32600,EXPENSES,10
225,2021,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,OFFICE OF THE CITY ATTORNEY - CLAIMSUNIT MODERNIZATION,,0,,10
226,2021,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,HOUSING & COMMUNITY INVESTMENT DEPARTMENT -MODERNIZING HCID,,0,,10
227,2021,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,CITY ATTORNEY,92000,92000,,10
228,2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,ADDITIONAL SPECIFIED FUNDING,,6734642,SPECIAL,10
229,2021,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,CITY ADMINISTRATIVE OFFICER,35009.52,70019,,10
230,2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: HOLLYWOOD RECREATION CENTER (S121),,617228,SPECIAL,10
231,2021,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,BUREAU OF SANITATION - OZONE CLEAN ALT DISINFECTANT STUDY,,0,,10
232,2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,AGING,,4731831,,10
233,2021,CITY ADMINISTRATIVE OFFICER,HOMELESS EMERGENCY AID PROGRAM GRANT FUND,GENERAL SERVICES,1094321.9,1094321.9,,10
234,2021,CITY ADMINISTRATIVE OFFICER,GREATER LOS ANGELES VISITORS,KNAPP RANCH,,0,,10
235,2021,CITY ADMINISTRATIVE OFFICER,GREATER LOS ANGELES VISITORS,CONVENTION AND TOURISM DEVELOPMENT,159544.02,319088,,10
236,2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,REC AND PARKS,10826203,10826203,,10
237,2021,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,HOUSING AND COMMUNITY INVESTMENT,180000,180000,,10
238,2021,CITY ADMINISTRATIVE OFFICER,HHAP,REIMBURSEMENT OF GENERAL FUND COSTS,753575,753575,,10
239,2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K ADMINISTRATION F,PW BOARD-OFFICE OF ACCOUNTING (BOARD),,136457,SPECIAL,10
240,2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: STUDIO CITY (S12),,800000,SPECIAL,10
241,2021,CITY ADMINISTRATIVE OFFICER,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,7493053.9,14805206.6,SALARIES AND BENEFITS,10
242,2021,CITY ADMINISTRATIVE OFFICER,HOMELESS EMERGENCY AID PROGRAM GRANT FUND,CITY ADMINISTRATIVE OFFICER,1893.6,1893.6,,10
243,2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,GENERAL SERVICES,62238.06,4981984.91,,10
244,2021,CITY ADMINISTRATIVE OFFICER,GREATER LOS ANGELES VISITORS,LA CONVENTION AND VISITORS BUREAU,7134711.81,17524527,,10
245,2021,CITY ATTORNEY,CITY ATTORNEY GRANTS,CITY ATTORNEY,,1214142,,12
246,2021,CITY ATTORNEY,CITY ATTY CONSUMER PROTEC PROC,GRANT 615 CPTF,9432.75,10000,,12
247,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),CITY ATTORNEY OUTSIDE COUNSEL,490881.59,1500000,SPECIAL,12
248,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,4870.82,24912,EXPENSES,12
249,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,16060.12,198311,EXPENSES,12
250,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,66553.07,121064,SALARIES AND BENEFITS,12
251,2021,CITY ATTORNEY,CITY ATTY CONSUMER PROTEC PROC,GENERAL SERVICES,,307262.19,,12
252,2021,CITY ATTORNEY,CITY ATTY CONSUMER PROTEC PROC,REIMBURSEMENT OF GENERAL FUND COSTS,1927351,1927351,SPECIAL,12
253,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),LITIGATION,1963887.48,5257633.6,EXPENSES,12
254,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),BAR DUES,,358065,EXPENSES,12
255,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,68180281.86,130461691.57,SALARIES AND BENEFITS,12
256,2021,CITY ATTORNEY,LEGAL FEES REIMBURSEMENT SPECIAL FUND,SAVE OUR NORMANDIE,,50000,,12
257,2021,CITY ATTORNEY,CITY ATTORNEY GRANTS,JOINT POWERS VERIFICATION UNIT,217.02,772076,,12
258,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,176723.8,1485813.89,EXPENSES,12
259,2021,CITY ATTORNEY,CITY ATTORNEY GRANTS,INFORMATION TECHNOLOGY AGENCY,40040,40040,,12
260,2021,CITY ATTORNEY,CITY ATTORNEY GRANTS,DRPA VO GRANT,,50775,,12
261,2021,CITY ATTORNEY,CITY ATTY CONSUMER PROTEC PROC,CITY ATTORNEY,3222251,3222251,,12
262,2021,CITY ATTORNEY,CITY ATTORNEY GRANTS,HEART CRIMINAL RECORDS CLEARANCE PROJECT,,321238,,12
263,2021,CITY ATTORNEY,CITY ATTY CONSUMER PROTEC PROC,CPTF GRANT 619,3560,15000,,12
264,2021,CITY ATTORNEY,CITY ATTORNEY GRANTS,DRP CO GRANT,1138.42,149653,,12
265,2021,CITY ATTORNEY,LEGAL FEES REIMBURSEMENT SPECIAL FUND,ACCESSIBLE OPEN SPACE,11021.9,60995.16,,12
266,2021,CITY ATTORNEY,LEGAL FEES REIMBURSEMENT SPECIAL FUND,RAINBOW SAFETY GROUP,,50000,,12
267,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,290153.1,854400.04,EXPENSES,12
268,2021,CITY ATTORNEY,LEGAL FEES REIMBURSEMENT SPECIAL FUND,LINDA KROFF,,50000,,12
269,2021,CITY ATTORNEY,LEGAL FEES REIMBURSEMENT SPECIAL FUND,FRIENDS OF MELROSE,,50000,,12
270,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),CONTINGENT EXPENSE,394.36,5000,EXPENSES,12
271,2021,CITY ATTORNEY,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,,0,EXPENSES,12
272,2021,CITY ATTORNEY,LEGAL FEES REIMBURSEMENT SPECIAL FUND,GRANDVIEW ASSOCIATION,,0,,12
273,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,INTERPRETING & TRANSLATION SERVICES,,50000,,14
274,2021,CITY CLERK,COUNCIL DIST 4 REAL PROP TRUST,COUNCIL,8080,8080,,14
275,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,MACARTHUR PARK NEIGHBORHOOD COUNCIL,16000,32000,,14
276,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,SOUTH ROBERTSON NEIGHBORHOOD COUNCIL,16000,32000,,14
277,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,ENCINO NEIGHBORHOOD COUNCIL,16000,32000,,14
278,2021,CITY CLERK,COUNCIL DIST14 REAL PROP TRUST,GENERAL SERVICES,513407.61,513407.61,,14
279,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PANORAMA CITY NEIGHBORHOOD COUNCIL,16000,32000,,14
280,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,DOWNTOWN LA NEIGHBORHOOD COUNCIL,16000,32000,,14
281,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,CANOGA PARK NEIGHBORHOOD COUNCIL,16000,32000,,14
282,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WOODLAND HILLS-WARNER CENTER  NEIGHBORHOOD COUNCIL,21136.97,32000,,14
283,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,OLYMPIC PARK NEIGHBORHOOD COUNCIL,16000,32000,,14
284,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,CENTRAL SAN PEDRO NEIGHBORHOOD COUNCIL,16000,32000,,14
285,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,EAGLE ROCK NEIGHBORHOOD COUNCIL,16000,32000,,14
286,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WINNETKA  NEIGHBORHOOD COUNCIL,16000,32000,,14
287,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NORTH WESTWOOD NEIGHBORHOOD COUNCIL,16000,32000,,14
288,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GREATER VALLEY GLEN NEIGHBORHOOD COUNCIL,16000,32000,,14
289,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,CHATSWORTH NEIGHBORHOOD COUNCIL,16000,32000,,14
290,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NORTHRIDGE EAST NEIGHBORHOOD COUNCIL,16000,32000,,14
291,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,MISSION HILLS NEIGHBORHOOD COUNCIL,20224.22,32000,,14
292,2021,CITY CLERK,COUNC DIST9 PUB BENEFIT TR FD,CD 9 PUBLIC ARTS FUNDING,,0,,14
293,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GRANADA HILLS NORTH NEIGHBORHOOD COUNCIL,16000,32000,,14
294,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,VOICES OF 90037 NEIGHBORHOOD COUNCIL,16000,32000,,14
295,2021,CITY CLERK,COUNCIL DIST11 REAL PROP TRUST,COUNCIL,125892,125892,,14
296,2021,CITY CLERK,COUNCIL DIST10 REAL PROP TRUST,CAPITAL IMPROVEMENT EXPENSE PROGRAM,15097,15097,,14
297,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,FOOTHILL TRAILS DISTRICT NEIGHBORHOOD COUNCIL,16000,32000,,14
298,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HARBOR GATEWAY NORTH NEIGHBORHOOD COUNCIL,16000,32000,,14
299,2021,CITY CLERK,TR OF FLOOR AREA RATIO PUB BEN,CAPITAL IMPROVEMENT EXPENSE PROGRAM,1000000,1000000,,14
300,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,SOUTH CENTRAL NEIGHBORHOOD COUNCIL,16000,32000,,14
301,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HOLLYWOOD UNITED NEIGHBORHOOD COUNCIL,16000,32000,,14
302,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,RESEDA NEIGHBORHOOD COUNCIL,16000,32000,,14
303,2021,CITY CLERK,COUNCIL DIST 4 REAL PROP TRUST,MEASURE M LOCAL RETURN SPECIAL FUND,6000,6000,,14
304,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,EMPOWERMENT CONGRESS SOUTHWEST NEIGHBORHOOD COUNCIL,16000,32000,,14
305,2021,CITY CLERK,INTELLECTUAL PROPERTY FUND,INTELLECTUAL PROPERTY-LACEA,,1928.05,,14
306,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,UNITED NEIGHBORHOODS NEIGHBORHOOD COUNCIL,16000,32000,,14
307,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,BEL AIR-BEVERLY CREST NEIGHBORHOOD COUNCIL,16000,32000,,14
308,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GLASSELL PARK NEIGHBORHOOD COUNCIL,16000,32000,,14
309,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PICO UNION NEIGHBORHOOD COUNCIL,26243.9,32000,,14
310,2021,CITY CLERK,COUNC DIST8 PUB BENEFIT TR FD,COUNCIL,150000,150000,,14
311,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,ARLETA NEIGHBORHOOD COUNCIL,16000,32000,,14
312,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,SYLMAR NEIGHBORHOOD COUNCIL,16000,32000,,14
313,2021,CITY CLERK,COUNCIL DIST10 REAL PROP TRUST,COUNCIL,87000,87000,,14
314,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WESTLAKE NORTH  NEIGHBORHOOD COUNCIL,16000,32000,,14
315,2021,CITY CLERK,ATHENS SERVICES COMMUNITY BENEFITS TRUST FUND,GENERAL CD6,,21932.33,,14
316,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,CENTRAL ALAMEDA NEIGHBORHOOD COUNCIL,16000,32000,,14
317,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,EMPOWERMENT CONGRESS SOUTHEAST NEIGHBORHOOD COUNCIL,16000,32000,,14
318,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,LINCOLN HEIGHTS NEIGHBORHOOD COUNCIL,16000,32000,,14
319,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PARK MESA HEIGHTS NEIGHBORHOOD COUNCIL,16000,32000,,14
320,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,BOYLE HEIGHTS NEIGHBORHOOD COUNCIL,16000,32000,,14
321,2021,CITY CLERK,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,2500,6500,EXPENSES,14
322,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,LAKE BALBOA NEIGHBORHOOD COUNCIL,16000,32000,,14
323,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HISTORIC CULTURAL NEIGHBORHOOD COUNCIL,16000,32000,,14
324,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WILMINGTON  NEIGHBORHOOD COUNCIL,16000,32000,,14
325,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NORTHRIDGE WEST NEIGHBORHOOD COUNCIL,16000,32000,,14
326,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,VALLEY VILLAGE NEIGHBORHOOD COUNCIL,16000,32000,,14
327,2021,CITY CLERK,GENERAL FUND (GENERAL BUDGET),ELECTIONS,3942402.67,4191213.88,EXPENSES,14
328,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HARBOR GATEWAY SOUTH NEIGHBORHOOD COUNCIL,16000,32000,,14
329,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NEIGHBORHOOD COUNCIL FUNDING PROGRAM,,0,,14
330,2021,CITY CLERK,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,5106107.27,9683923,SALARIES AND BENEFITS,14
331,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,MAR VISTA NEIGHBORHOOD COUNCIL,16000,32000,,14
332,2021,CITY CLERK,CD 13 PUBLIC BENEFIT TRUST FD,NEIGHBORHOOD TRAFFIC MGM,563000,563000,,14
333,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WESTLAKE SOUTH  NEIGHBORHOOD COUNCIL,16000,32000,,14
334,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,SUN VALLEY AREA NEIGHBORHOOD COUNCIL,16000,32000,,14
335,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,EMPOWERMENT CONGRESS NORTH NEIGHBORHOOD COUNCIL,16000,32000,,14
336,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,RAMPART VILLAGE NEIGHBORHOOD COUNCIL,16000,32000,,14
337,2021,CITY CLERK,SUNSHINE CYN COMMUNI AMENITIES,SUNSHINE CYN-BFI,,1658661.9,,14
338,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,SHERMAN OAKS NEIGHBORHOOD COUNCIL,16000,32000,,14
339,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,ZAPATA-KING  NEIGHBORHOOD COUNCIL,16000,32000,,14
340,2021,CITY CLERK,TR OF FLOOR AREA RATIO PUB BEN,BRINGING BACK BROADWAY,366715,498644,,14
341,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,EAST HOLLYWOOD NEIGHBORHOOD COUNCIL,16000,32000,,14
342,2021,CITY CLERK,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,5278.16,10558,EXPENSES,14
343,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WATTS NEIGHBORHOOD COUNCIL,16000,32000,,14
344,2021,CITY CLERK,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,7420.57,87263.04,EXPENSES,14
345,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,SUNLAND-TUJUNGA NEIGHBORHOOD COUNCIL,16000,32000,,14
346,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,LA 32 NEIGHBORHOOD COUNCIL,16000,32000,,14
347,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,VENICE NEIGHBORHOOD COUNCIL,16000,32000,,14
348,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WEST LA - SAWTELLE NEIGHBORHOOD COUNCIL,16000,32000,,14
349,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,STUDIO CITY NEIGHBORHOOD COUNCIL,16000,32000,,14
350,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NEIGHBORHOOD COUNCIL OF WESTCHESTER-PLAYA,16000,32000,,14
351,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GREATER ECHO PARK NEIGHBORHOOD COUNCIL,16000,32000,,14
352,2021,CITY CLERK,COUNC DIST10 PUB BENEFIT TR FD,JUAN CARLOS HERNANDEZ REWARD,,25,,14
353,2021,CITY CLERK,BUSINESS IMPROVEMENT TRUST FND,BID  GENERAL,,20000,,14
354,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HISTORIC CULTURAL NORTH NEIGHBORHOOD COUNCIL,16000,32000,,14
355,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,ATWATER VILLAGE NEIGHBORHOOD COUNCIL,16000,32000,,14
356,2021,CITY CLERK,COUNCIL DIST13 REAL PROP TRUST,COUNCIL,67719,67719,,14
357,2021,CITY CLERK,LOS ANGELES TOURISM MARKETING DISTRICT,RECOVERY COSTS,,37656.24,,14
358,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NORTHRIDGE SOUTH NEIGHBORHOOD COUNCIL,16000,32000,,14
359,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WILSHIRE CENTER-KOREATOWN  NEIGHBORHOOD COUNCIL,16000,32000,,14
360,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PORTER RANCH NEIGHBORHOOD COUNCIL,16000,32000,,14
361,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PALMS NEIGHBORHOOD COUNCIL,16000,32000,,14
362,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,EMPOWERMENT CONGRESS WEST NEIGHBORHOOD COUNCIL,16000,32000,,14
363,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HERMON NEIGHBORHOOD COUNCIL,16000,32000,,14
364,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NORTH HILLS EAST NEIGHBORHOOD COUNCIL,16000,32000,,14
365,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NORTH HOLLYWOOD NORTHEAST NEIGHBORHOOD COUNCIL,16593.22,32000,,14
366,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HISTORIC HIGHLAND PARK NEIGHBORHOOD COUNCIL,16000,32000,,14
367,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WEST ADAMS NEIGHBORHOOD COUNCIL,16000,32000,,14
368,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HOLLYWOOD HILLS WEST NEIGHBORHOOD COUNCIL,16000,32000,,14
369,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,COASTAL SAN PEDRO NEIGHBORHOOD COUNCIL,16000,32000,,14
370,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GRANADA HILLS SOUTH NEIGHBORHOOD COUNCIL,16000,32000,,14
371,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,ARROYO SECO NEIGHBORHOOD COUNCIL,16000,32000,,14
372,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WESTWOOD  NEIGHBORHOOD COUNCIL,16000,32000,,14
373,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,TARZANA NEIGHBORHOOD COUNCIL,16000,32000,,14
374,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PACOIMA NEIGHBORHOOD COUNCIL,16000,32000,,14
375,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GREATER WILSHIRE NEIGHBORHOOD COUNCIL,16000,32000,,14
376,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NORTH HOLLYWOOD WEST NEIGHBORHOOD COUNCIL,16000,32000,,14
377,2021,CITY CLERK,ATHENS SERVICES COMMUNITY BENEFITS TRUST FUND,GENERAL CD7,,21932.34,,14
378,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,ELYSIAN VALLEY RIVERSIDE NEIGHBORHOOD COUNCIL,16000,32000,,14
379,2021,CITY CLERK,GRAFFITI TECHNOLOGY & RECOVERY,SPECIAL FUND GENERAL,,2185,,14
380,2021,CITY CLERK,ATHENS SERVICES COMMUNITY BENEFITS TRUST FUND,GENERAL CD2,,21932.33,,14
381,2021,CITY CLERK,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,126588.29,312089,EXPENSES,14
382,2021,CITY CLERK,BUSINESS IMPROVEMENT TRUST FND,CITY CLERK,,860136,,14
383,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,CENTRAL HOLLYWOOD NEIGHBORHOOD COUNCIL,16000,32000,,14
384,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,CANNDU NEIGHBORHOOD COUNCIL,16000,32000,,14
385,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WEST HILLS NEIGHBORHOOD COUNCIL,16000,32000,,14
386,2021,CITY CLERK,COUNCIL DIST 7 REAL PROP TRUST,COUNCIL,100000,100000,,14
387,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HARBOR CITY NEIGHBORHOOD COUNCIL,16000,32000,,14
388,2021,CITY CLERK,SUNSHINE CYN COMMUNI AMENITIES,POLICE,30000,30000,,14
389,2021,CITY CLERK,COUNCIL DIST15 REAL PROP TRUST,ENGINEERING SPECIAL SERVICE FD,500000,500000,,14
390,2021,CITY CLERK,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,431514,1113769,SALARIES AND BENEFITS,14
391,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,MID CITY NEIGHBORHOOD COUNCIL,16000,32000,,14
392,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WESTSIDE  NEIGHBORHOOD COUNCIL,16000,32000,,14
393,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,SILVER LAKE NEIGHBORHOOD COUNCIL,16000,32000,,14
394,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GREATER TOLUCA LAKE NEIGHBORHOOD COUNCIL,16000,32000,,14
395,2021,CITY CLERK,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,49286.84,56769.28,SALARIES AND BENEFITS,14
396,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,DEL REY NEIGHBORHOOD COUNCIL,16000,32000,,14
397,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HOLLYWOOD STUDIO DISTRICT NEIGHBORHOOD COUNCIL,16000,32000,,14
398,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PICO NEIGHBORHOOD COUNCIL,16000,32000,,14
399,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,MID CITY WEST NEIGHBORHOOD COUNCIL,16000,32000,,14
400,2021,CITY CLERK,LOPEZ CANYON COMMU AMENITIES,BOARD OF PUBLIC WORKS,250000,250000,,14
401,2021,CITY CLERK,COUNCIL DIST 4 REAL PROP TRUST,BUREAU OF STREET SERVICES,50000,50000,,14
402,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,LOZ FELIZ NEIGHBORHOOD COUNCIL,16000,32000,,14
403,2021,CITY CLERK,CLARTS COMMUNITY AMENITIES TRUST FUND,BUREAU OF STREET SERVICES,,90000,,14
404,2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,MID-TOWN NORTH HOLLYWOOD NEIGHBORHOOD COUNCIL,16000,32000,,14
