Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Geo Code,Address_1,Address_2,City,State,ZIP,Census Tract,SPA,SD,CD,SSD,SAD,USCD,Community,Inventory Type,Bed Type,Target Pop. A,Target Pop. B,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: CWT/TR,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: Shp,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Utilization Rate,Unit Utilization Rate
339537,298-009150,2018,TH,Rancho San Antonio,Rancho San Antonio Transitional Housing Program,62118,21000 Plummer St, ,Chatsworth,CA,91311.0,113303.0,2,5,12,27,45,30,Chatsworth,C,,YM,,0.0,0.0,15,0.0,0.0,0.0,0,0,15,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,15,0,0,0,,,,0,0,,,0,0,15,15,1.0,1.0
339548,303-009500,2018,ES,San Fernando Valley Rescue Mission,Emergency Housing Program,62118,8756 Canby Ave , ,Northridge,CA,91325.0,115202.0,2,3,12,27,45,30,Northridge,C,Facility-based beds,HC,,30.0,10.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,30,0,0,0,,,,0,0,,,0,0,31,30,1.03,1.1
346581,011-001124,2018,PSH,A Community of Friends,CA0916 Woodland Terrace,62118,15532 Nordhoff St,                                                  ,Los Angeles,CA,91343.0,117405.0,2,3,7,18,46,29,North Hills,C,,HC,,84.0,20.0,25,0.0,0.0,0.0,4,0,0,4,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,109,84,25,0,1.0,1.0,,0,0,,,0,0,109,109,1.0,0.7555555555555555
346326,124-008505,2018,PSH,Penny Lane Centers,CA0433 Penny Lane Permanent Housing Program,62118,8906 Columbus St,,North Hills,CA,91343.0,117510.0,2,3,7,18,46,29,North Hills,C,,SMF,,0.0,0.0,14,0.0,0.0,0.0,0,0,14,11,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,14,0,14,0,,1.0,,0,0,,,0,0,11,14,0.79,0.42857142857142855
338998,124-008501,2018,TH,Penny Lane Centers,CA0438 Columbus Project,62118,8906 Columbus St, ,North Hills,CA,91343.0,117510.0,2,3,7,18,46,29,North Hills,C,,YMF,,0.0,0.0,14,0.0,0.0,0.0,0,0,14,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,14,0,14,0,,1.0,,0,0,,,0,0,15,14,1.07,1.0714285714285714
338999,124-008508,2018,TH,Penny Lane Centers,CA0434 Penny Lane Transitional Housing Program,62118,15256 Acre St, ,North Hills,CA,91343.0,117520.0,2,3,6,18,46,29,North Hills,C,,YMF,,4.0,2.0,18,0.0,0.0,4.0,0,0,18,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,22,4,18,0,1.0,1.0,,0,0,,,0,0,6,22,0.27,0.2
339000,124-008509,2018,TH,Penny Lane Centers,CA0449 Rayen Transitional Housing,62118,15260 Rayen St , ,North Hills,CA,91343.0,117520.0,2,3,6,18,46,29,North Hills,C,,YMF,,2.0,1.0,22,0.0,0.0,2.0,0,0,22,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,24,2,22,0,1.0,1.0,,0,0,,,0,0,15,24,0.62,0.6086956521739131
343819,011-001122,2018,PSH,A Community of Friends,CA0856 Willis Avenue Apartments,62118,14731 Rayen St,                                                  ,Panorama City,CA,91402.0,120108.0,2,3,6,18,46,29,Panorama City,C,,SMF,,0.0,0.0,41,0.0,0.0,0.0,0,0,0,41,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,41,0,41,0,,1.0,,0,0,,,0,0,43,41,1.05,1.024390243902439
346427,012-001954,2018,RRH,People Assisting the Homeless (PATH),Pacoima Housing First,62118,8717 Lankershim Blvd,,North Hollywood,CA,91605.0,121222.0,2,3,6,18,39,29,Sun Valley,C,,HC,,88.0,28.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,88,88,0,0,1.0,,,0,0,,,0,0,88,88,1.0,1.0
339614,026-006899,2018,ES,LA Family Housing Corporation,Coordinated Assessment Motel Vouchers (LAFH),62118,7843 Lankershim Blvd, ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,Voucher beds,SMF+HC,,600.0,169.0,9,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,609,600,9,0,1.0,1.0,,0,0,,,0,0,609,609,1.0,1.0
345013,026-006924,2018,PSH,Los Angeles Family Housing Corporation,CA1492 Welcome Home 90 SPA 2,62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,SMF,,8.0,3.0,14,0.0,0.0,0.0,0,0,0,14,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,22,8,14,0,1.0,1.0,,0,0,,,0,0,22,22,1.0,1.0
340929,026-006921,2018,ES,Los Angeles Family Housing Corporation,CES Bridge Housing Program (LAFH),62118,7817 Simpson Ave, ,Los Angeles,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,N,Facility-based beds,SMF,,0.0,0.0,50,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,50,0,50,0,,1.0,,0,0,,,0,0,45,50,0.9,0.9
340930,026-006923,2018,ES,Los Angeles Family Housing Corporation,CES Bridge Housing Program Path to Home,62118,7817 Simpson Ave, ,Los Angeles,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,N,Facility-based beds,SMF,,0.0,0.0,22,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,22,0,22,0,,1.0,,0,0,,,0,0,23,22,1.05,1.0454545454545454
340924,026-006901,2018,ES,Los Angeles Family Housing Corporation,CES Bridge Housing Program Path to Home Reserved,62118,7817 Simpson Ave, ,Los Angeles,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,Facility-based beds,SMF,,0.0,0.0,30,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,30,0,30,0,,1.0,,0,0,,,0,0,21,30,0.7,0.7
340922,026-006872,2018,ES,Los Angeles Family Housing Corporation,CES Crisis Housing Program Path to Home,62118,7817 Simpson Ave, ,Los Angeles,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,Facility-based beds,SMF,,0.0,0.0,43,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,43,0,43,0,,1.0,,0,0,,,0,0,35,43,0.81,0.813953488372093
344980,026-006907,2018,RRH,Los Angeles Family Housing Corporation,CES RRH Individuals (LAFH),62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,SMF,,0.0,0.0,111,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,111,0,111,0,,1.0,,0,0,,,0,0,111,111,1.0,1.0
345009,026-006913,2018,RRH,Los Angeles Family Housing Corporation,CoC RRH The Way Home All,62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,HC,,28.0,6.0,11,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,No,Yes,No,No,No,No,39,28,11,0,1.0,1.0,,0,0,,,0,0,39,39,1.0,0.9411764705882353
344962,026-006886,2018,OPH,Los Angeles Family Housing Corporation,HACLA Section 8 Homeless Program (LAFH),62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,SMF+HC,,132.0,35.0,87,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,219,132,87,0,1.0,1.0,,0,0,,,0,0,219,219,1.0,0.9508196721311475
344974,026-006925,2018,RRH,Los Angeles Family Housing Corporation,HJC RRH Individual (LAFH),62118,7817 Simpson St ,,Los Angeles,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,SMF,,0.0,0.0,76,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,76,0,76,0,,1.0,,0,0,,,0,0,76,76,1.0,1.0
344963,026-006893,2018,PSH,Los Angeles Family Housing Corporation,Housing for Health,62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,SMF+HC,,2.0,1.0,295,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,297,2,295,0,1.0,1.0,,0,0,,,0,0,297,297,1.0,1.0
340927,026-006916,2018,ES,Los Angeles Family Housing Corporation,LFH FSC Bridge Housing SPA 2,62118,7817 Lankershim Blvd, ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,N,Facility-based beds,HC,,20.0,10.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,20,20,0,0,1.0,,,0,0,,,0,0,11,20,0.55,0.5
340926,026-006902,2018,ES,Los Angeles Family Housing Corporation,LFH FSC Crisis Housing SPA 2,62118,7817 Lankershim Blvd, ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,Facility-based beds,HC,,523.0,152.0,17,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,540,523,17,0,1.0,1.0,,0,0,,,0,0,523,540,0.97,0.8579881656804734
345011,026-006890,2018,RRH,Los Angeles Family Housing Corporation,LFH FSC Rapid Re-Housing,62118,7843 Lankershim Blvd,,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,HC,,333.0,86.0,8,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,No,Yes,No,No,No,No,341,333,8,0,1.0,1.0,,0,0,,,0,0,341,341,1.0,0.9574468085106383
345008,026-006917,2018,RRH,Los Angeles Family Housing Corporation,LFH FSC Rapid Re-Housing Ascencia,62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,N,,HC,,9.0,3.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,9,9,0,0,1.0,,,0,0,,,0,0,9,9,1.0,1.0
344978,026-006918,2018,RRH,Los Angeles Family Housing Corporation,LFH FSC Rapid Re-Housing Bridge to Home,62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,N,,HC,,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,,1.0,,0,0,,,0,0,1,1,1.0,1.0
344990,026-006919,2018,RRH,Los Angeles Family Housing Corporation,LFH FSC Rapid Re-Housing Tarzana,62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,N,,HC,,6.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,6,6,0,0,1.0,,,0,0,,,0,0,6,6,1.0,1.0
344875,026-006920,2018,PSH,Los Angeles Family Housing Corporation,New Campus PSH,62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,SMF,,0.0,0.0,49,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,49,0,49,0,,1.0,,0,0,,,0,0,49,49,1.0,1.0
344956,026-006884,2018,PSH,Los Angeles Family Housing Corporation,Palo Verde Apartments,62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,SMF,,0.0,0.0,55,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,55,0,55,0,,1.0,,0,0,,,0,0,55,55,1.0,1.0
344965,026-006909,2018,PSH,Los Angeles Family Housing Corporation,SPA 2 Welcome Home Project,62118,7843 Lankershim Blvd,                                                  ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,SMF+HC,,6.0,2.0,16,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,22,6,16,0,1.0,1.0,,0,0,,,0,0,22,22,1.0,0.9444444444444444
345010,026-006926,2018,RRH,Los Angeles Family Housing Corporation,The Way Home,62118,7816 Simpson Ave ,,Los Angeles,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,SMF+HC,,214.0,56.0,13,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,227,214,13,0,1.0,1.0,,0,0,,,0,0,227,227,1.0,1.0
338613,511-019952,2018,TH,The Village Family Services,TAY Transitional Housing Program CITYGF,62118,7812 Simpson St, ,North Hollywood,CA,91605.0,121802.0,2,3,6,18,39,29,North Hollywood,C,,YMF,,0.0,0.0,12,0.0,0.0,0.0,0,0,12,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,12,0,12,0,,1.0,,0,0,,,0,0,13,12,1.08,1.0833333333333333
338610,506-019701,2018,TH,The Teen Project,CES Transitional Housing Program,62118,8140 Sunland Blvd, ,Sun Valley,CA,91352.0,122122.0,2,3,6,18,39,29,Sun Valley,C,,YF,,0.0,0.0,40,0.0,0.0,0.0,0,0,40,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,40,0,40,0,,1.0,,0,0,,,0,0,28,40,0.7,0.7
338609,506-019700,2018,TH,The Teen Project,Freehab,62118,8140 Sunland Blvd, ,Sun Valley,CA,91352.0,122122.0,2,3,6,18,39,29,Sun Valley,C,,YF,,0.0,0.0,4,0.0,0.0,0.0,0,0,4,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,4,0,4,0,,1.0,,0,0,,,0,0,4,4,1.0,1.0
338614,511-019955,2018,ES,The Village Family Services,CES Bridge Housing Program Hope of the Valley,62118,6736 Laurel Canyon Blvd,Ste 200,North Hollywood,CA,91606.0,123204.0,2,3,2,18,39,29,North Hollywood,N,Facility-based beds,YMF,,0.0,0.0,20,0.0,0.0,0.0,0,0,20,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,20,0,20,0,,1.0,,0,0,,,0,0,6,20,0.3,0.3
346518,511-019953,2018,RRH,The Village Family Services,CES RRH Youth (VFS),62118,6736 Laurel Canyon Blvd,Ste. 200,North Hollywood,CA,91606.0,123204.0,2,3,2,18,39,29,North Hollywood,C,,YMF,,0.0,0.0,23,0.0,0.0,0.0,0,0,23,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,23,0,23,0,,1.0,,0,0,,,0,0,23,23,1.0,1.0
338842,083-011265,2018,TH,Volunteers of America of Los Angeles,ILP SPA 2 Womens Care Cottage,62118,6724 Tujunga Ave, ,North Hollywood,CA,91606.0,123206.0,2,3,2,18,39,29,North Hollywood,C,,YMF,,6.0,3.0,30,0.0,0.0,6.0,0,0,30,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,36,6,30,0,1.0,1.0,,0,0,,,0,0,14,36,0.39,0.3333333333333333
343780,021-005813,2018,PSH,Homes for Life Foundation,CA0390 Van Nuys Apartments,62118,13457 Vanowen St,,Los Angeles,CA,91405.0,123510.0,2,3,2,18,46,29,Van Nuys,C,,SMF,,0.0,0.0,14,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,14,0,14,0,,1.0,,0,0,,,0,0,14,14,1.0,1.0
346512,036-009836,2018,OPH,Skid Row Housing Trust,Sherman Way Apartments (Crest Apartments),62118,13604 Sherman Way ,,Los Angeles,CA,91405.0,123510.0,2,3,2,18,46,29,Van Nuys,N,,SMF,,0.0,0.0,63,0.0,0.0,0.0,0,63,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,63,0,0,0,,,,0,0,,,0,0,59,63,0.94,0.9365079365079365
347500,021-005811,2018,PSH,Homes for Life Foundation,CA0379 Garden Villas Homes,62118,5530 Klump Ave ,,North Hollywood,CA,91601.0,125310.0,2,3,2,18,39,29,North Hollywood,N,,SMF,,0.0,0.0,19,0.0,0.0,0.0,0,0,0,19,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,19,0,19,0,,1.0,,0,0,,,0,0,20,19,1.05,1.0526315789473684
346659,365-014652,2018,PSH,Abode Communities,Ivy Terrace,62118,13751 Sherman Way,,Van Nuys,CA,91405.0,127104.0,2,3,2,18,46,29,Van Nuys,C,,HC,,104.0,52.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,104,0,0,0,,,,0,0,,,0,0,104,104,1.0,1.0
338502,396-016451d,2018,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 11 East Valley,62118,7555 Van Nuys Blvd, ,Van Nuys,CA,91405.0,127220.0,2,3,6,18,46,29,Van Nuys,C,Voucher beds,HC,,59.0,20.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,59,0,0,0,,,,0,0,,,0,0,59,59,1.0,1.0
339013,105-008971,2018,TH,Project New Hope,Residential Care Facilities for the Chronically Ill,62118,7402 Haskell Ave, ,Van Nuys,CA,91406.0,127400.0,2,3,6,18,46,29,Lake Balboa,C,,SMF,HIV,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,4,0,0,0,,,,0,0,,,0,0,4,4,1.0,1.0
343788,021-005812,2018,PSH,Homes for Life Foundation,CA1048 Vanowen Apartments,62118,14419 Vanowen St,,Van Nuys,CA,91405.0,127910.0,2,3,6,18,46,29,Van Nuys,C,,SMF,,0.0,0.0,14,0.0,0.0,0.0,0,0,0,14,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,14,0,14,0,,1.0,,0,0,,,0,0,13,14,0.93,0.9285714285714286
343783,021-005818,2018,PSH,Homes for Life Foundation,CA0992 Sequoia Apartments,62118,14402-14406 Hamlin St,,Los Angeles,CA,91401.0,128102.0,2,3,2,18,46,29,Van Nuys,C,,SMF,,0.0,0.0,12,0.0,0.0,0.0,0,0,0,12,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,12,0,12,0,,1.0,,0,0,,,0,0,12,12,1.0,1.0
339545,104-009459,2018,TH,"San Fernando Valley Community Mental Health Center, Inc., Inc.",Sylvan Place Co-Op,62118,14303 Sylvan Place, ,Van Nuys,CA,91411.0,128210.0,2,3,6,18,46,29,Van Nuys,C,,SMF,,0.0,0.0,60,0.0,0.0,0.0,0,0,5,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,60,0,0,0,,,,0,0,,,0,0,56,60,0.93,0.8666666666666667
346491,444-018901,2018,PSH,Meta Housing Corp,Winnetka Senior Apartments,62118,20750 Sherman Way,,Los Angeles,CA,91306.0,134002.0,2,3,3,27,45,30,Winnetka,U,,SMF,,0.0,0.0,84,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,84,0,0,0,,,,0,0,,,0,0,0,84,0.0,0.0
342594,373-015060,2018,TH,Alliance for Housing and Healing dba The Serra Project,Alliance for Housing and Healing dba The Serra Project,62118,825 Colorado Blvd, ,Los Angeles,CA,90041.0,206010.0,4,1,1,24,51,34,Chinatown,C,,SMF,HIV,0.0,0.0,15,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,15,0,0,0,,,,0,0,,,0,0,10,15,0.67,0.6666666666666666
347600,110-009602,2018,PSH,Alliance for Housing and Healing dba The Serra Project,CA0356 CHOISS SPA2,62118,825 Colorado Blvd,Suite 100,Los Angeles,CA,90041.0,181000.0,4,1,14,24,51,34,Eagle Rock,C,,SMF,HIV,3.0,1.0,16,0.0,0.0,0.0,0,0,0,16,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,19,3,16,0,1.0,1.0,,0,0,,,0,0,19,19,1.0,0.9411764705882353
346687,110-009605,2018,PSH,Alliance for Housing and Healing dba The Serra Project,CA0357 CHOISS SPA8,62118,825 Colorado Blvd,Suite 100,Los Angeles,CA,90041.0,181000.0,4,1,14,24,51,34,Eagle Rock,C,,SMF,HIV,26.0,8.0,13,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,39,26,13,0,1.0,1.0,,0,0,,,0,0,39,39,1.0,0.8571428571428571
