HMIS Proj ID,Row #,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,SPA,SD,CD,Community,Geo Code,HMIS-Participating,Inventory Type,Bed Type,Target Pop.,Project Gender,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,Overflow Beds,Individual Household Counted as Domestic Violence Victim,Family Household Members Counted as Domestic Violence Victim,Youth Household Members Counted as Domestic Violence Victim,PIT Count,Total Beds,Utilization Rate
1420,441287,2020,PSH,Project New Hope,Knob Hill Apartments,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,Yes,C,,HIV,All,0,0,38,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,38,0,,,0,0.0,0.0,0.0,35.0,38,0.92
1421,441288,2020,PSH,SRO Housing Corporation,PBV Rosslyn Apartments,112 W. 5th St.,Los Angeles,CA,90013,4,1,14,Downtown,62118,Yes,C,,,All,0,0,93,0,0,0,0,0,0,47,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,93,0,,,0,0.0,0.0,0.0,88.0,93,0.95
1425,441289,2020,TH,Penny Lane Centers,Cedar Ridge Transitional Housing,2131 Ave. J-8,Lancaster,CA,93534,1,5,0,Lancaster,61914,Yes,C,,,All,0,0,7,0,0,0,0,0,7,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,7,0,,,0,0.0,0.0,0.0,6.0,7,0.86
1426,441290,2020,TH,Penny Lane Centers,Moon Light Transitional Housing Program,12381 Osborne St.,Pacoima,CA,91331,2,3,7,Pacoima,62118,Yes,C,,,All,18,4,5,0,0,18,0,0,5,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,23,0,,,0,0.0,0.0,0.0,21.0,23,0.91
1434,441292,2020,TH,First Place for Youth,Transitional Housing Program SPA 8,530 W. Venice Blvd. #9,Inglewood,CA,90302,8,2,0,Inglewood,61740,Yes,C,,,All,5,2,4,0,0,5,0,0,4,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,9.0,9,1.0
1440,441294,2020,TH,Los Angeles Youth Network,CES Transitional Housing Youth Program,6118 Carlos Ave.,Los Angeles,CA,90028,4,3,13,Hollywood,62118,Yes,C,,,All,0,0,17,0,0,0,0,0,17,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,17,0,,,0,0.0,0.0,0.0,15.0,17,0.88
1441,441295,2020,PSH,LA Family Housing Corporation (LAFH),DHS Day Street Apartments,7639 Day St.,Tujunga,CA,91402,2,5,7,Tujunga,69037,Yes,C,,,All,0,0,29,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,29,0,,,0,0.0,0.0,0.0,26.0,29,0.9
1444,440870,2020,ES,Hope of the Valley Rescue Mission,Winter Shelter Program Pacoima SPA 2,11067 Norris Ave.,Pacoima,CA,91331,2,3,7,Pacoima,62118,Yes,C,Facility-based beds,,All,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,138,2019-12-01,2020-03-31,0,0.0,0.0,0.0,120.0,138,0.87
1444,440869,2020,ES,Hope of the Valley Rescue Mission,Winter Shelter Program Pacoima SPA 2,11067 Norris Ave.,Pacoima,CA,91331,2,3,7,Pacoima,62118,Yes,U,Facility-based beds,,All,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,52,2020-04-01,2020-12-31,0,0.0,0.0,0.0,,0,
1449,440954,2020,ES,Volunteers of America of Los Angeles,CES Crisis Housing Program C4L,8770 S. Broadway.,Los Angeles,CA,90003,6,2,8,Broadway-Manchester,62118,Yes,C,Facility-based beds,,Female,0,0,81,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,81,0,,,0,0.0,0.0,0.0,33.0,81,0.41
1451,441296,2020,PSH,A Community of Friends,CA1104 Avalon Apartments,13218 S. Avalon Blvd.,Los Angeles,CA,90061,6,2,0,Willowbrook,62118,Yes,C,,,All,27,9,16,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,43,0,,,0,0.0,0.0,0.0,40.0,43,0.93
1452,441298,2020,TH,United Friends of the Children,Measure H 205 Pathways to Independence A,7061 W. Manchester Ave.,Los Angeles,CA,90045,5,2,11,Westchester/Playa,62118,Yes,C,,,,0,0,9,0,0,0,0,0,9,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,8.0,9,0.89
1453,441299,2020,TH,United Friends of the Children,Measure H 204 Pathways to Independence B,200 S. Mednik Ave.,Los Angeles,CA,90022,7,1,0,East Los Angeles,62118,Yes,C,,,,0,0,38,0,0,0,0,0,38,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,38,0,,,0,0.0,0.0,0.0,32.0,38,0.84
1454,441300,2020,RRH,Mental Health America,SSVF RRH LB,200 Pine Ave.,Long Beach,CA,90802,8,4,0,Long Beach,62088,Yes,C,,,All,0,0,1,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,,,0,0.0,0.0,0.0,1.0,1,1.0
1473,441301,2020,RRH,The Salvation Army,SSVF RRH 20CA017,"180 E. Ocean Blvd., Ste. 500",Long Beach,CA,90802,8,4,0,Long Beach,62088,Yes,C,,,All,15,5,54,0,5,0,0,45,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,69,0,,,0,0.0,0.0,0.0,69.0,69,1.0
1485,440955,2020,ES,Proyecto Pastoral,Womens Shelter Program,135 N. Mission Rd.,Los Angeles,CA,90033,4,1,14,Boyle Heights,62118,Yes,C,Facility-based beds,,,0,0,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,,,0,,,,13.0,15,0.87
1486,440956,2020,ES,"Special Service for Groups, Inc.",SSG FSC Crisis Housing,8501 1/2 S. Vermont Ave.,Los Angeles,CA,90044,6,2,8,Vermont Knolls,62118,Yes,C,Facility-based beds,,All,632,247,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,632,0,,,0,0.0,0.0,0.0,693.0,632,1.1
1487,440957,2020,ES,The People Concern,DMH Interim Housing Samoshel,505 Olympic Blvd.,Santa Monica,CA,90401,5,3,0,Santa Monica,63384,Yes,C,Facility-based beds,,All,0,0,10,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,9.0,10,0.9
1488,440958,2020,ES,Volunteers of America of Los Angeles,Exodus Reserve Beds,3804 Broadway Pl.,Los Angeles,CA,90037,6,2,9,Historic South-Central,62118,Yes,C,Facility-based beds,,All,0,0,9,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,3.0,9,0.33
1489,440959,2020,ES,SRO Housing Corporation,Housing For Health Access Emergency,517 S. San Julian St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,Facility-based beds,,All,0,0,60,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,60,0,,,0,0.0,0.0,0.0,58.0,60,0.97
1490,440960,2020,ES,The People Concern,CES Bridge Housing Program Reserved Village,527 Crocker St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,Facility-based beds,,All,0,0,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,3.0,0.0,0.0,20.0,20,1.0
1491,440961,2020,ES,Volunteers of America of Los Angeles,CES Bridge Housing Program Reserved,3804 Broadway Pl.,Los Angeles,CA,90037,6,2,9,Historic South-Central,62118,Yes,C,Facility-based beds,,All,0,0,30,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,2.0,0.0,0.0,9.0,30,0.3
1492,440962,2020,ES,LA Family Housing Corporation (LAFH),CES Bridge Housing Program Path to Home Reserved,7817 Simpson Ave.,Los Angeles,CA,91605,2,3,6,Sun Valley,62118,Yes,C,Facility-based beds,,All,0,0,30,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,0.0,0.0,0.0,30.0,30,1.0
1493,440963,2020,ES,People Assisting the Homeless (PATH),CES Bridge Housing Hollywood Reserved,340 N. Madison Ave.,Los Angeles,CA,90004,4,2,13,East Hollywood,62118,Yes,C,Facility-based beds,,All,0,0,30,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,0.0,0.0,0.0,26.0,30,0.87
1494,440964,2020,ES,People Assisting the Homeless (PATH),CES Crisis Housing Program Los Angeles,340 N. Madison Ave.,Los Angeles,CA,90004,4,2,13,East Hollywood,62118,Yes,C,Facility-based beds,,All,0,0,39,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,39,0,,,0,0.0,0.0,0.0,23.0,39,0.59
1495,440965,2020,ES,The Salvation Army,CES Bridge Housing Program Reserved,5600 Rickenbacker Rd.,Bell,CA,90201,7,1,0,Bell,69037,Yes,C,Facility-based beds,,All,0,0,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,,,0,1.0,0.0,0.0,16.0,15,1.07
1496,440966,2020,ES,Testimonial Community Love Center,CES Crisis Housing Program CITY,5721 S. Western Ave.,Los Angeles,CA,90062,6,2,8,Chesterfield Square,62118,Yes,C,Facility-based beds,,All,0,0,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,0.0,0.0,0.0,11.0,20,0.55
1500,441303,2020,TH,The Village Family Services,CES Transitional Housing Program Hope of the Valley SPA 2,207 N. Victory Blvd.,Burbank,CA,91502,2,5,0,Burbank,60456,Yes,C,,,All,0,0,18,0,0,0,0,0,18,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,18,0,,,0,2.0,0.0,0.0,17.0,18,0.94
1503,441304,2020,PSH,Watts Labor Community Action Committee,CA0466 South Central Access Center - Supportive Services,11905 South Central Ave.,Los Angeles,CA,90059,6,2,15,Green Meadows,62118,Yes,C,,,All,8,4,40,0,0,0,0,0,0,40,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,48,0,,,0,0.0,0.0,0.0,48.0,48,1.0
1505,441306,2020,PSH,Union Station Homeless Services,USHS Housing For Health,825 E. Orange Grove Blvd.,Pasadena,CA,91104,3,5,0,Pasadena,62724,No,C,,,All,0,0,313,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,313,0,,,0,0.0,0.0,0.0,313.0,313,1.0
1510,441307,2020,PSH,The Whole Child,CA0465 Shelter Plus Care,9251 Pioneer Blvd.,Santa Fe Springs,CA,90670,7,4,0,Santa Fe Springs,69037,Yes,C,,,All,520,130,35,0,0,0,0,0,0,35,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,555,0,,,0,0.0,0.0,0.0,575.0,555,1.04
1513,440967,2020,ES,People Assisting the Homeless (PATH),WLA Harm Reduction,2346 Cotner Ave.,Los Angeles,CA,90064,5,3,5,West Los Angeles,62118,Yes,C,Facility-based beds,,Male,0,0,21,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,21,0,,,0,0.0,0.0,0.0,21.0,21,1.0
1516,441309,2020,PSH,Skid Row Housing Trust,New Pershing Apartments,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,Yes,C,,HIV,All,0,0,62,0,0,0,0,0,0,26,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,62,0,,,0,0.0,0.0,0.0,62.0,62,1.0
1518,441310,2020,PSH,New Directions for Veterans,Beswick Guy Gabaldon,3553 Beswick St.,Los Angeles,CA,90023,4,1,14,Boyle Heights,62118,Yes,C,,,All,0,0,32,0,0,0,0,32,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,32,0,,,0,0.0,0.0,0.0,28.0,32,0.88
1519,441311,2020,PSH,New Directions for Veterans,El Monte Veterans Village,11240 Ramona Blvd.,El Monte,CA,91731,3,1,0,El Monte,61152,Yes,C,,,All,0,0,40,0,0,0,0,40,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,40,0,,,0,0.0,0.0,0.0,39.0,40,0.98
1521,441312,2020,PSH,New Directions for Veterans,Sepulveda 1 - PSH,"11303 Wilshire Blvd., VA Bldg. 116",Los Angeles,CA,90073,5,3,0,Veterans Administration,62118,Yes,C,,,All,0,0,97,0,0,0,0,97,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,97,0,,,0,0.0,0.0,0.0,102.0,97,1.05
1529,441313,2020,PSH,Step Up on Second,DHS Step Up on Colorado,520 Colorado Ave.,Santa Monica,CA,90401,5,3,0,Santa Monica,63384,Yes,C,,,All,0,0,32,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,32,0,,,0,0.0,0.0,0.0,31.0,32,0.97
1530,441314,2020,PSH,Step Up on Second,DHS Scattered Sites,1328 2nd St.,Santa Monica,CA,90401,5,3,0,Santa Monica,63384,Yes,C,,,All,18,5,338,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,356,0,,,0,0.0,0.0,0.0,264.0,356,0.74
1535,441316,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Step Up on Second Bonus,1328 2nd St.,Santa Monica,CA,90401,5,3,0,Santa Monica,63384,Yes,C,,,All,0,0,40,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,40,0,,,0,0.0,0.0,0.0,40.0,40,1.0
1537,441317,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Step Up on Second Bonus,1328 2nd St.,Santa Monica,CA,90401,5,3,0,Santa Monica,63384,Yes,C,,,All,0,0,37,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,37,0,,,0,0.0,0.0,0.0,33.0,37,0.89
1538,441318,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Gettlove Bonus,2600 Wilshire Blvd.,Los Angeles,CA,90057,4,2,1,Westlake,62118,Yes,C,,,All,0,0,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,,,0,0.0,0.0,0.0,15.0,15,1.0
1539,441319,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Gettlove Bonus,2600 Wilshire Blvd.,Los Angeles,CA,90057,4,2,1,Westlake,62118,Yes,C,,,All,0,0,45,0,0,0,0,0,0,45,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,45,0,,,0,0.0,0.0,0.0,40.0,45,0.89
1540,441320,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Homeless Healthcare LA Bonus,2330 Beverly Blvd.,Los Angeles,CA,90057,4,1,13,Westlake,62118,Yes,C,,,All,4,1,27,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,31,0,,,0,0.0,0.0,0.0,31.0,31,1.0
1541,441322,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Homeless Healthcare LA Bonus,2330 Beverly Blvd.,Los Angeles,CA,90057,4,1,13,Westlake,62118,Yes,C,,,All,0,0,31,0,0,0,0,0,0,31,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,31,0,,,0,0.0,0.0,0.0,28.0,31,0.9
1542,441323,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH SSG HOPICS Bonus,5849 Crocker St.,Los Angeles,CA,90003,6,2,9,Florence,62118,Yes,C,,,All,18,7,30,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,48,0,,,0,0.0,0.0,0.0,48.0,48,1.0
1543,441325,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS SSG HOPICS Bonus,5849 Crocker St.,Los Angeles,CA,90003,6,2,9,Florence,62118,Yes,C,,,All,7,3,26,0,0,0,7,0,26,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,33,0,,,0,0.0,0.0,0.0,32.0,33,0.97
1544,441327,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH St Joseph Bonus,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,3,1,30,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,33,0,,,0,0.0,0.0,0.0,33.0,33,1.0
1545,441329,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS St Joseph Bonus,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,2,1,32,0,0,0,2,0,0,32,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,34,0,,,0,0.0,0.0,0.0,33.0,34,0.97
1546,441331,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH LAMP Bonus,526 San Pedro St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,,,All,8,2,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,28,0,,,0,0.0,0.0,0.0,28.0,28,1.0
1547,441333,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS LAMP Bonus,526 San Pedro St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,,,All,0,0,25,0,0,0,0,0,0,25,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,25,0,,,0,0.0,0.0,0.0,25.0,25,1.0
1548,441334,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Mental Health America Bonus,200 Pine Ave.,Long Beach,CA,90802,8,4,0,Long Beach,62088,Yes,C,,,All,0,0,35,0,0,0,0,0,0,35,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,35,0,,,0,0.0,0.0,0.0,23.0,35,0.66
1549,441335,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Mental Health America Bonus,200 Pine Ave.,Long Beach,CA,90802,8,4,0,Long Beach,62088,Yes,C,,,All,2,1,14,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,16,0,,,0,0.0,0.0,0.0,16.0,16,1.0
1550,441337,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Downtown Womens Center Bonus,442 S. San Pedro St.,Los Angeles,CA,90013,4,1,14,Downtown,62118,Yes,C,,,Female,6,2,24,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,0.0,0.0,0.0,31.0,30,1.03
1551,441339,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Downtown Womens Center Bonus,442 S. San Pedro St.,Los Angeles,CA,90013,4,1,14,Downtown,62118,Yes,C,,,Female,0,0,36,0,0,0,0,0,0,36,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,36,0,,,0,0.0,0.0,0.0,31.0,36,0.86
1552,441340,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH LA Family Housing Bonus,7843 Lankershim Blvd.,North Hollywood,CA,91605,2,3,6,Sun Valley,62118,Yes,C,,,All,0,0,26,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,26,0,,,0,0.0,0.0,0.0,26.0,26,1.0
1553,441341,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS LA Family Housing Bonus,7843 Lankershim Blvd.,North Hollywood,CA,91605,2,3,6,Sun Valley,62118,Yes,C,,,All,0,0,23,0,0,0,0,0,0,23,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,23,0,,,0,0.0,0.0,0.0,23.0,23,1.0
