Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Address,Address 2,City,State,ZIP,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,USCD,Community,Inventory Type,Bed Type,Rental Assistance Type,Target Pop. A,Target Pop. B,LAHSA Funded,In HMIS,Veteran Program,Youth Program,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/ Children,Youth Beds HH w/o Children,CH Beds HH w/ Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Other Federal Funding?,Other Federal Funding: HUD-VASH,Other Federal Funding: SSVF,Other Federal Funding: GPD,Other Federal Funding: HCHV,Other Federal Funding: CWT/TR,Other Federal Funding: BCP,Other Federal Funding: TLP,Other Federal Funding: MGH,Other Federal Funding: HOPWA,Other Federal Funding: PIH,Housing Type,McKinney- Vento,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Bed Utilization Rate,Unit Utilization Rate
307347,396-016450f,2017,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 7),4531 E. Slauson Ave.,,Maywood,CA,90270,69037.0,533701.0,SPA 7,SD 1,NA ,SSD 33,AD 63,USCD 40,Maywood,C,Voucher beds,Not Applicable,SMF,,No,No,No,No,,,70.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Multiple,No,70,,0.0,,,,,,,,,,,70.0,70,1.0,1.0
307348,396-016450g,2017,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 8),1030 W. El Segundo Blvd.,,Gardena,CA,90247,61428.0,602900.0,SPA 8,SD 2,NA ,SSD 35,AD 62,USCD 43,Gardena,C,Voucher beds,Not Applicable,SMF,,No,No,No,No,,,161.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Multiple,No,161,,0.0,,,,,,,,,,,161.0,161,1.0,1.0
283220,278-007104,2017,ES,Los Angeles Mission,Overnight Beds for Men,303 East Fifth st,,Los Angeles,CA,90013,62118.0,207301.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SM,,No,No,No,No,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,187,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,183.0,187,0.98,0.9786096256684492
296691,527-020702,2017,ES,National Health Foundation,Pathway Recuperative Care SGV,13010 Valley Blvd. ,,La Puente,CA,91746,69037.0,408301.0,SPA 3,SD 1,NA ,SSD 22,AD 57,USCD 32,Avocado Heights,N,Facility-based beds,Not Applicable,SMF,,No,Yes,No,No,,,14.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Single,No,14,,14.0,,,1.0,,,,,,,,10.0,14,0.71,0.7142857142857143
297021,100-007874,2017,ES,"New Directions for Veterans, Inc.",HCHV 257 Bridge,11303 Wilshire Blvd ,Bldg 257,Los Angeles,CA,90073,62118.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,Facility-based beds,Not Applicable,SM,,No,Yes,Yes,No,,,46.0,,,46.0,,0.0,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,Scattered,No,46,,46.0,,,1.0,,,,,,,,46.0,46,1.0,1.0
282995,066-008102,2017,ES,OPCC,Daybreak Emergency Shelter,1751 Cloverfield Blvd,,Santa Monica,CA,90404,63384.0,701801.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,Facility-based beds,Not Applicable,SF,,No,No,No,No,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,30,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,23.0,30,0.77,0.7666666666666667
282964,066-008112,2017,ES,OPCC,Sojourn - Services for Battered Women and Their Children,1453 16th Street,,Santa Monica,CA,90404,,,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,,C,Facility-based beds,Not Applicable,SMF+HC,DV,No,No,No,No,20.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Scattered,No,40,,,,,,,,,,,,,37.0,40,0.92,0.7666666666666667
296697,044-008597,2017,ES,People Assisting the Homeless (PATH),WLA Harm Reduction,340 N Madison Ave ,,Los Angeles,CA,90004,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,Facility-based beds,Not Applicable,SMF,,No,Yes,Yes,No,,,28.0,,,28.0,,0.0,,,,No,,,,,,,,,,,Single,No,28,,28.0,,,1.0,,,,,,,,26.0,28,0.93,0.9285714285714286
283159,060-009101,2017,ES,"Rainbow Services, LTD.",Rainbow House Emergency Shelter,453 West 7th Street,,San Pedro,CA,90731,,,SPA 8,SD 4,CD15,SSD 35,AD 70,USCD 44,,C,Facility-based beds,Not Applicable,SMF+HC,DV,No,No,No,No,33.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,35,,,,,,,0.0,0.0,,,0.0,0.0,14.0,35,0.4,0.6666666666666666
296698,528-020800,2017,ES,"Safe Place For Youth (Spy), A Project Of Community Partners",Bruin Shelter,1343 Ocean Park Blvd.,,Santa Monica,CA,90405,63384.0,702201.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,N,Facility-based beds,Not Applicable,SMF,,No,No,No,No,,,9.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Single,No,9,,0.0,,,,,,,,,,,4.0,9,0.44,0.4444444444444444
283302,303-009500,2017,ES,San Fernando Valley Rescue Mission,Emergency Housing Program,8822 CANBY AVE,,NORTHRIDGE,CA,91325,62118.0,115202.0,SPA 2,SD 3,CD12,SSD 27,AD 45,USCD 30,Northridge,C,Facility-based beds,Not Applicable,HC,,No,No,No,No,90.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,90,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,64.0,90,0.71,0.631578947368421
283200,309-010400,2017,ES,Society of St. Vincent de Paul Social Services,Men's Emergency Shelter - 28 Day,231 Winston Street,,Los Angeles,CA,90013,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SM,,No,Yes,No,No,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,65,0.0,65.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,46.0,65,0.71,0.7076923076923077
283088,072-010075,2017,ES,"Southern California Alcohol and Drug Program, Inc.",Angel Step Inn South - Downey,11500 Paramount Blvd,,Downey,CA,90241,,,SPA 7,SD 4,NA ,SSD 32,AD 58,USCD 40,,C,Facility-based beds,Not Applicable,SMF+HC,DV,No,No,Yes,No,24.0,7.0,6.0,0.0,24.0,6.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,30,,,,,,,0.0,0.0,,,0.0,0.0,11.0,30,0.37,0.46153846153846156
283354,039-009761,2017,ES,SRO Housing Corporation,DMH - Basic Living Support Services,517 S. San Julian Street,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,,No,No,No,No,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,10,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,10.0,10,1.0,1.0
283044,039-009744,2017,ES,SRO Housing Corporation,DPSS,517 S. San Julian Street,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Voucher beds,Not Applicable,SM,,No,No,No,No,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,25,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,25.0,25,1.0,1.0
283151,039-009751,2017,ES,SRO Housing Corporation,HOPWA Emergency Shelter,517 S. San Julian St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,HIV,No,Yes,No,No,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,Single,No,25,0.0,25.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,18.0,25,0.72,0.72
283356,039-009763,2017,ES,SRO Housing Corporation,SAT - TB,517 S. San Julian Street,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Voucher beds,Not Applicable,SMF,,No,Yes,No,No,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,5,0.0,5.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,5.0,5,1.0,1.0
282967,073-010500,2017,ES,Su Casa - Ending Domestic Violence,Crisis Shelter (Su Casa),Confidential,,Lakewood,CA,90701,,,SPA 7,SD 4,NA ,SSD 32,AD 58,USCD 38,,C,Facility-based beds,Not Applicable,SFHC,DV,No,No,No,No,18.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Scattered,No,22,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,17.0,22,0.77,0.8333333333333334
283155,040-009444,2017,ES,The Salvation Army,DMH Emergency Shelter,5600 Rickenbacker Road ,Bldg. 2A/B,Bell,CA,90201,69037.0,532304.0,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,,No,No,No,No,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,28,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,28.0,28,1.0,1.0
283086,040-009453,2017,ES,The Salvation Army,FSP Pacific Clinics,5600 Rickenbacker Road, Bldg. 2A/B,Bell,CA,90201,69037.0,532304.0,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,,No,No,No,No,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,4,0.0,0.0,0.0,,,,,,,,,,4.0,4,1.0,1.0
283121,040-009401,2017,ES,The Salvation Army,HCHV/EH - Alpha Center,11301 Wilshire Blvd. ,,Los Angeles,CA,90073,69037.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,Facility-based beds,Not Applicable,SMF,,No,Yes,Yes,No,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,Single,No,45,0.0,45.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,26.0,45,0.58,0.5777777777777777
283124,040-009431,2017,ES,The Salvation Army,The Salvation Army Bell Shelter,5600 Rickenbacker Rd.,,Bell,CA,90201,69037.0,532304.0,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,,No,Yes,No,No,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,42,0.0,42.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,42.0,42,1.0,0.9523809523809523
283152,040-009404,2017,ES,The Salvation Army,Winter Shelter Program - (Salvation Army),5600 Rickenbacker Rd., Bldg. 2A/B,Bell,CA,90201,69037.0,532304.0,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,0,0.0,0.0,0.0,,,,79.0,79.0,2016-12-01,2017-03-31,0.0,0.0,95.0,79,1.2,1.2025316455696202
283123,040-009427,2017,ES,The Salvation Army,Zahn Emergency Shelter,832 W. James M Wood Blvd.,,Los Angeles,CA,90015,62118.0,207710.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,Facility-based beds,Not Applicable,HC,,No,Yes,No,No,63.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,66,63.0,3.0,0.0,1.0,1.0,,0.0,0.0,,,0.0,0.0,52.0,66,0.79,0.8571428571428571
282953,314-010850,2017,ES,Union Rescue Mission,Men's Guest Services - Emergency Shelter,545 S. San Pedro St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SM,,No,No,No,No,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,280,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,276.0,280,0.99,0.9857142857142858
282937,314-010857,2017,ES,Union Rescue Mission,Women's and Children Emergency Beds - 1st STEP Family,545 S. San Pedro St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,HC,,No,No,No,No,141.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,141,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,142.0,141,1.01,3.466666666666667
283187,180-011001,2017,ES,Upward Bound house,Emergency Family Shelter,12841 W. Washington Blvd,,Los Angeles,CA,90066,69037.0,702803.0,SPA 5,SD 2,NA ,SSD 30,AD 54,USCD 37,Culver City,C,Facility-based beds,Not Applicable,HC,,No,Yes,No,No,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,18,18.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,17.0,18,0.94,0.8333333333333334
296711,041-011359,2017,ES,Watts Labor Community Action Committee,DMH Emergency Housing,12206 S. Wilmington Ave.,,Compton,CA,90222,60804.0,540600.0,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Willowbrook,C,Facility-based beds,Not Applicable,SMF,,No,No,No,No,,,16.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Scattered,No,16,,0.0,,,,,,,,,,,14.0,16,0.88,0.875
283278,043-011424,2017,ES,Weingart Center Association,Health Care for Homeless Veterans (HCHV),566 S. San Pedro St. ,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,,No,Yes,Yes,No,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,Single,No,20,0.0,20.0,0.0,,1.0,,,,,,,,18.0,20,0.9,0.9
283239,043-011411,2017,ES,Weingart Center Association,Open Door Residential Renewal,566 S. San Pedro Street,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,,No,Yes,No,No,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,96,0.0,96.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,95.0,96,0.99,0.9895833333333334
283244,398-016650,2017,ES,Women & Children's Crisis Shelter,Women & Children's Crisis Shelter,Confidential,,Whittier,CA,90601,,,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,,C,Facility-based beds,Not Applicable,HC,DV,No,No,Yes,Yes,28.0,7.0,0.0,0.0,4.0,0.0,8.0,0.0,,,,No,,,,,,,,,,,Single,No,28,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,16.0,28,0.57,0.8571428571428571
282891,322-011700,2017,ES,YWCA of San Gabriel Valley,Women in Need Growing Strong (WINGS),943 N Grand Ave,,Covina,CA,91724,,,SPA 3,SD 5,NA ,SSD 22,AD 48,USCD 32,,C,Facility-based beds,Not Applicable,SMF+HC,DV,No,No,No,No,29.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,31,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,23.0,31,0.74,0.6666666666666666
308769,365-014651,2017,OPH,Abode Communities,Casa Dominguez,15727 S. Atlantic Ave,,Compton,CA,90221,60804.0,542106.0,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Compton,C,,Project Based,SMF+HC,,No,No,Yes,No,136.0,55.0,15.0,,61.0,2.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,151,0.0,0.0,,,,,,,,,,,136.0,151,0.9,1.0
283222,365-014650,2017,OPH,Abode Communities,Terra Bella,5720 CLARA STREET,,Bell Gardens,CA,90201,69037.0,534202.0,SPA 7,SD 1,NA ,SSD 33,AD 58,USCD 40,Bell Gardens,C,,Project Based,SMF,,No,No,No,No,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,64,0.0,0.0,0.0,,,,,,,,,,64.0,64,1.0,1.0
307312,406-017451,2017,OPH,Coalition for Responsible Community Development,Homeless Section 8 Voucher Program (HACLA-CRCD),3101 S. Grand Ave.,,Los Angeles,CA,90007,62118.0,224600.0,SPA 6,SD 1,CD9,SSD 30,AD 59,USCD 37,South Central,C,,Not Applicable,SMF,,No,Yes,No,Yes,0.0,0.0,34.0,0.0,0.0,0.0,0.0,34.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,34,0.0,34.0,0.0,,1.0,,,,,,,,34.0,34,1.0,1.0
282974,372-015000,2017,OPH,County of Los Angeles Department of Military and Veterans Affairs,Homeless Section 8 Voucher Program (HACoLA),700 W. Main Street ,,Alhambra,CA,91801,60030.0,481001.0,SPA 3,SD 5,NA ,SSD 22,AD 49,USCD 27,Alhambra,C,,Tenant Based,SMF+HC,,No,Yes,No,No,67.0,16.0,42.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,109,67.0,42.0,0.0,1.0,1.0,,,,,,,,109.0,109,1.0,1.0
283377,371-014950,2017,OPH,Homeless Health Care Los Angeles,Access To Housing For Health (AHH) - Homeless Section 8 HACLA & HACoLA,2330 Beverly Blvd.,,Los Angeles,CA,90057,62118.0,208502.0,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 34,Echo Park,C,,Sponsor Based,SMF+HC,,No,Yes,No,No,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,12,2.0,10.0,0.0,1.0,1.0,,,,,,,,12.0,12,1.0,1.0
283394,138-012011,2017,OPH,Housing Authority of the City of Los Angeles (HACLA),Homeless Veterans Initiative (HVI),2600 Wilshire Blvd,,Los Angeles,CA,90057,62118.0,208720.0,SPA 4,SD 2,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Tenant Based,SMF+HC,,No,No,Yes,No,120.0,57.0,182.0,0.0,120.0,182.0,0.0,0.0,,,,No,,,,,,,,,,,Multiple,No,302,0.0,0.0,0.0,,,,,,,,,,302.0,302,1.0,1.0
309067,138-012012,2017,OPH,Housing Authority of the City of Los Angeles (HACLA),Homeless Veterans Initiative (HVI),2600 Wilshire Blvd,,Los Angeles,CA,90057,62118.0,208720.0,SPA 4,SD 2,CD1,SSD 24,AD 53,USCD 34,Westlake,U,,Tenant Based,SMF+HC,,No,No,Yes,No,0.0,0.0,198.0,0.0,0.0,198.0,0.0,0.0,,,,No,,,,,,,,,,,Multiple,No,198,,,,,,,,,,,,,,198,,
283141,029-007006,2017,OPH,LA House of Ruth,Homeless Section 8 Program Vouchers (HACLA),599 N Main St,,Pomona,CA,91768,,,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,,C,,Tenant Based,SMF+HC,DV,No,No,No,No,48.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,48,0.0,0.0,0.0,,,,,,,,,,48.0,48,1.0,1.2941176470588236
308583,417-017500,2017,OPH,LINC Housing,Mosaic Gardens Huntington Park,6337 Middleton St.,,Huntington Park,CA,90255,61698.0,532604.0,SPA 7,SD 1,NA ,SSD 33,AD 53,USCD 40,Huntington Park,C,,Project Based,SMF+HC,,No,No,No,No,10.0,5.0,5.0,,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,15,0.0,0.0,,,,,,,,,,,15.0,15,1.0,1.0
283304,140-003784,2017,OPH,Los Angeles County Department of Mental Health,Homeless Section 8 Voucher Program (HACLA - DMH),695 S. Vermont Ave.,10th Floor,Los Angeles,CA,90005,62118.0,212303.0,SPA 4,SD 2,CD10,SSD 24,AD 53,USCD 34,Wilshire Center-Koreatown,C,,Tenant Based,SMF+HC,,No,Yes,No,No,103.0,34.0,114.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,217,103.0,114.0,0.0,1.0,1.0,,,,,,,,128.0,217,0.59,0.3918918918918919
282975,445-021150,2017,OPH,National Community Renaissance (National CORE),Encanto Court (105th and Normandie),1345 W 105th Street,,Los Angeles,CA,90044,62118.0,600202.0,SPA 8,SD 2,NA ,SSD 30,AD 62,USCD 43,Westmont / West Athens,C,,Project Based,SMF,,No,No,No,No,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,6,0.0,0.0,0.0,,,,,,,,,,6.0,6,1.0,1.0
306811,044-008609,2017,OPH,People Assisting the Homeless (PATH),ACT - Los Angeles,340 N. Madison Ave.,,Los Angeles,CA,90004,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Tenant Based,SMF+HC,,No,No,Yes,No,104.0,25.0,148.0,,104.0,148.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,252,0.0,0.0,,,,,,,,,,,252.0,252,1.0,1.0
306817,044-008578,2017,OPH,People Assisting the Homeless (PATH),HACLA - Section 8 (PATH),340 N. Madison Ave.,,Los Angeles,CA,90029,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Tenant Based,SMF,,No,Yes,No,No,,,10.0,,,0.0,,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,10,,10.0,,,1.0,,,,,,,,10.0,10,1.0,1.0
306806,533-021050,2017,OPH,Pilipino Workers Center Of Southern California,Larry Itliong Village,153 Glendale Boulevard,,LOS ANGELES,CA,90026,62118.0,208302.0,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 34,Westlake,C,,Project Based,SMF+HC,,No,No,No,Yes,24.0,9.0,14.0,,0.0,0.0,0.0,9.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,38,0.0,0.0,,,,,,,,,,,38.0,38,1.0,1.0
282962,060-009103,2017,OPH,"Rainbow Services, LTD.",Homeless Section 8 Voucher Program (HACLA - Rainbow),453 W. 7th Street,,San Pedro,CA,90731,,,SPA 8,SD 4,CD15,SSD 35,AD 70,USCD 44,,C,,Tenant Based,SMF+HC,DV,No,No,No,No,48.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,49,,,,,,,,,,,,,49.0,49,1.0,1.0
282931,104-009460,2017,OPH,"San Fernando Valley Community Mental Health Center, Inc.",Homeless Section 8 Voucher Program (HACLA-SFV-MHC),14660 Oxnard St.,,Van Nuys,CA,91411,62118.0,128400.0,SPA 2,SD 3,CD4,SSD 18,AD 46,USCD 29,Van Nuys,C,,Tenant Based,SMF+HC,,No,Yes,No,No,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,28,0.0,28.0,0.0,,1.0,,,,,,,,27.0,28,0.96,0.9642857142857143
283388,502-019350,2017,OPH,Share! Collaborative Housing,Share! Collaborative Housing,6666 Green Valley Circle,,Culver City,CA,90230,69037.0,703002.0,SPA 5,SD 2,NA ,SSD 30,AD 54,USCD 37,Ladera Heights,C,,Tenant Based,SMF,,No,No,No,No,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Multiple,No,277,0.0,,0.0,,,,,,,,,,230.0,277,0.83,0.8303249097472925
283039,039-009702,2017,OPH,SRO Housing Corporation,Carlton Hotel,534 S. Wall St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SM,,No,Yes,No,No,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,44,0.0,44.0,0.0,,1.0,,,,,,,,44.0,44,1.0,1.0
283042,039-009710,2017,OPH,SRO Housing Corporation,Leonide Hotel,512 S. Main Street,,Los Angeles,CA,90013,62118.0,207302.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SM,,No,Yes,No,No,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,64,0.0,64.0,0.0,,1.0,,,,,,,,62.0,64,0.97,0.96875
283148,039-009735,2017,OPH,SRO Housing Corporation,New Terminal Hotel,907 E. 7th St.,,Los Angeles,CA,90023,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,40,0.0,40.0,0.0,,1.0,,,,,,,,34.0,40,0.85,0.85
283078,039-009713,2017,OPH,SRO Housing Corporation,Palmer House,538 S. Wall St.,,Los Angeles,CA,90015,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,65,0.0,65.0,0.0,,1.0,,,,,,,,62.0,65,0.95,0.9538461538461539
283116,039-009716,2017,OPH,SRO Housing Corporation,Prentice Hotel,1014 E. 7th Street,,Los Angeles,CA,90021,62118.0,226002.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,44,0.0,44.0,0.0,,1.0,,,,,,,,40.0,44,0.91,0.9090909090909091
