dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,location,cross_street,lat,lon
100104458,2010-01-09T00:00:00.000,2010-01-09T00:00:00.000,0130,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0408 0432 2000,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,500    SAN JULIAN                   ST,,34.0446,-118.2450
100104461,2010-01-09T00:00:00.000,2010-01-09T00:00:00.000,0100,01,Central,0143,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1243 1813 2000,26,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,4TH                          ST,HILL                         ST,34.0503,-118.2504
100104469,2010-01-09T00:00:00.000,2010-01-07T00:00:00.000,2230,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 2000,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,,500 S  SPRING                       ST,,34.0474,-118.2496
100104486,2010-01-09T00:00:00.000,2010-01-08T00:00:00.000,2145,01,Central,0192,2,624,BATTERY - SIMPLE ASSAULT,0400 0408 2000,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,1500 S  GRAND                        AV,,34.0365,-118.2659
100104488,2010-01-09T00:00:00.000,2010-01-09T00:00:00.000,1945,01,Central,0148,2,624,BATTERY - SIMPLE ASSAULT,0416,55,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,400    TOWNE                        AV,,34.0444,-118.2407
100104497,2010-01-10T00:00:00.000,2010-01-09T00:00:00.000,1820,01,Central,0174,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,700 S  MAIN                         ST,,34.0439,-118.2514
100104498,2010-01-10T00:00:00.000,2010-01-10T00:00:00.000,0050,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0419 0334 0337,21,F,W,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,600 W  6TH                          ST,,34.0488,-118.2553
100104499,2010-01-10T00:00:00.000,2010-01-09T00:00:00.000,2245,01,Central,0146,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0416 0421,26,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,930,,5TH,LOS ANGELES,34.0454,-118.2466
100104502,2010-01-10T00:00:00.000,2010-01-10T00:00:00.000,0040,01,Central,0163,2,624,BATTERY - SIMPLE ASSAULT,0416,53,M,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,700 S  SPRING                       ST,,34.0445,-118.2523
100104506,2010-01-10T00:00:00.000,2010-01-10T00:00:00.000,0250,01,Central,0138,2,946,OTHER MISCELLANEOUS CRIME,,0,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,946,,BOYD,WALL,34.0467,-118.2427
100104507,2010-01-10T00:00:00.000,2010-01-10T00:00:00.000,0250,01,Central,0138,2,946,OTHER MISCELLANEOUS CRIME,,0,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,946,,BOYD,WALL,34.0467,-118.2427
100104508,2010-01-10T00:00:00.000,2010-01-10T00:00:00.000,0001,01,Central,0142,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1243 2000,27,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,3RD                          ST,FLOWER                       ST,34.0544,-118.2535
100104511,2010-01-10T00:00:00.000,2010-01-10T00:00:00.000,0545,01,Central,0164,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,33,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626,,600 S  SPRING                       ST,,34.0460,-118.2509
100104525,2010-01-10T00:00:00.000,2010-01-10T00:00:00.000,1805,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,27,M,H,102,SIDEWALK,302,BLUNT INSTRUMENT,AA,Adult Arrest,230,,200 W  6TH                          ST,,34.0460,-118.2509
100104531,2010-01-10T00:00:00.000,2010-01-10T00:00:00.000,2240,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0371 0416 0906 1816,28,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,BROADWAY,5TH,34.0467,-118.2520
100104533,2010-01-11T00:00:00.000,2010-01-11T00:00:00.000,0400,01,Central,0158,1,210,ROBBERY,0335 0344 0421 0913,52,M,O,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,,CERES                        AV,7TH                          ST,34.0380,-118.2430
100104536,2010-01-11T00:00:00.000,2010-01-11T00:00:00.000,0120,01,Central,0135,2,624,BATTERY - SIMPLE ASSAULT,,42,M,H,210,RESTAURANT/FAST FOOD,511,VERBAL THREAT,IC,Invest Cont,624,,100 W  3RD                          ST,,34.0496,-118.2458
100104560,2010-01-11T00:00:00.000,2010-01-11T00:00:00.000,1150,01,Central,0165,1,210,ROBBERY,0344 0400 0416,50,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,7TH,MAPLE,34.0419,-118.2485
100104568,2010-01-11T00:00:00.000,2010-01-11T00:00:00.000,1500,01,Central,0146,1,210,ROBBERY,0305 0344 0416 0429,20,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,LOS ANGELES,WINSTON,34.0467,-118.2470
100104579,2010-01-11T00:00:00.000,2010-01-11T00:00:00.000,1145,01,Central,0195,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,47,M,W,702,OFFICE BUILDING/OFFICE,511,VERBAL THREAT,AO,Adult Other,930,,100 W  WASHINGTON                   BL,,34.0311,-118.2646
100104587,2010-01-12T00:00:00.000,2010-01-11T00:00:00.000,1925,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416 0417,41,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500 N  MAIN                         ST,,34.0558,-118.2400
100104592,2010-01-12T00:00:00.000,2010-01-11T00:00:00.000,1920,01,Central,0182,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400,28,M,H,108,PARKING LOT,206,SWITCH BLADE,AA,Adult Arrest,230,,900 S  OLIVE                        ST,,34.0437,-118.2582
100104620,2010-01-12T00:00:00.000,2010-01-12T00:00:00.000,1045,01,Central,0122,2,624,BATTERY - SIMPLE ASSAULT,0400,29,F,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,100 N  HILL                         ST,,34.0544,-118.2466
100104632,2010-01-12T00:00:00.000,2010-01-12T00:00:00.000,1200,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,,68,F,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,7TH                          ST,HOPE                         ST,34.0480,-118.2577
100104635,2010-01-12T00:00:00.000,2010-01-12T00:00:00.000,1415,01,Central,0147,2,946,OTHER MISCELLANEOUS CRIME,0400 1402,0,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946,998,6TH                          ST,CROCKER,34.0412,-118.2436
100104638,2010-01-12T00:00:00.000,2010-01-12T00:00:00.000,1530,01,Central,0152,1,210,ROBBERY,0344 0416 0429 1217,18,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,5TH                          ST,HILL,34.0489,-118.2519
100104650,2010-01-12T00:00:00.000,2010-01-11T00:00:00.000,1100,01,Central,0154,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,54,F,O,503,HOTEL,511,VERBAL THREAT,AO,Adult Other,930,,100 W  5TH                          ST,,34.0467,-118.2485
100104651,2010-01-07T00:00:00.000,2010-01-07T00:00:00.000,1240,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0305 0416,29,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,5TH                          ST,SAN PEDRO,34.0442,-118.2439
100104663,2010-01-12T00:00:00.000,2010-01-12T00:00:00.000,2010,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0400,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,500 N  FIGUEROA                     ST,,34.0617,-118.2469
100104666,2010-01-13T00:00:00.000,2010-01-13T00:00:00.000,0700,01,Central,0176,1,210,ROBBERY,0334 0344,0,F,H,203,OTHER BUSINESS,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,,300 E  8TH                          ST,,34.0413,-118.2517
100104667,2010-01-13T00:00:00.000,2010-01-13T00:00:00.000,0500,01,Central,0162,2,860,BATTERY WITH SEXUAL CONTACT,0500,23,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,7TH                          ST,FLOWER,34.0487,-118.2588
100104685,2010-01-13T00:00:00.000,2010-01-13T00:00:00.000,0735,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416 0417,38,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH,SAN JULIAN                   ST,34.0423,-118.2452
100104697,2010-01-11T00:00:00.000,2010-01-11T00:00:00.000,1930,01,Central,0153,1,210,ROBBERY,0344 0400 0429,53,F,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,500 S  SPRING                       ST,,34.0474,-118.2496
100104700,2010-01-13T00:00:00.000,2010-01-13T00:00:00.000,0030,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416,46,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100104705,2010-01-12T00:00:00.000,2010-01-12T00:00:00.000,1900,01,Central,0145,2,624,BATTERY - SIMPLE ASSAULT,0416,54,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,100 E  5TH                          ST,,34.0467,-118.2485
100104707,2010-01-13T00:00:00.000,2010-01-13T00:00:00.000,0055,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416,39,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,5TH,WALL                         ST,34.0449,-118.2458
100104761,2010-01-14T00:00:00.000,2010-01-04T00:00:00.000,1515,01,Central,0153,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,44,M,B,503,HOTEL,511,VERBAL THREAT,AO,Adult Other,930,,500 S  SPRING                       ST,,34.0474,-118.2496
100104775,2010-01-14T00:00:00.000,2010-01-13T00:00:00.000,1150,01,Central,0143,2,624,BATTERY - SIMPLE ASSAULT,0305 0400,53,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,300 W  4TH                          ST,,34.0495,-118.2494
100104777,2010-01-14T00:00:00.000,2010-01-14T00:00:00.000,1335,01,Central,0134,2,624,BATTERY - SIMPLE ASSAULT,0305 0416,41,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,300 S  BROADWAY,,34.0510,-118.2480
100104787,2010-01-14T00:00:00.000,2010-01-14T00:00:00.000,1610,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0400 1202,60,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,SAN PEDRO                    ST,5TH                          ST,34.0442,-118.2439
100104797,2010-01-14T00:00:00.000,2010-01-14T00:00:00.000,1920,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0416 1202 1218,62,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,9TH                          ST,FIGUEROA,34.0462,-118.2628
100104813,2010-01-15T00:00:00.000,2010-01-14T00:00:00.000,2035,01,Central,0166,2,623,BATTERY POLICE (SIMPLE),1212,0,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623,,SAN PEDRO                    ST,6TH                          ST,34.0423,-118.2452
100104814,2010-01-15T00:00:00.000,2010-01-14T00:00:00.000,2035,01,Central,0166,2,623,BATTERY POLICE (SIMPLE),1212,0,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623,,SAN PEDRO                    ST,6TH                          ST,34.0423,-118.2452
100104847,2010-01-16T00:00:00.000,2010-01-15T00:00:00.000,1700,01,Central,0157,1,761,BRANDISH WEAPON,0334,44,M,B,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,761,,600    CROCKER                      ST,,34.0417,-118.2443
100104849,2010-01-16T00:00:00.000,2010-01-15T00:00:00.000,1540,01,Central,0148,2,624,BATTERY - SIMPLE ASSAULT,0416,48,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,4TH,TOWNE,34.0439,-118.2399
100104850,2010-01-16T00:00:00.000,2010-01-15T00:00:00.000,1545,01,Central,0142,2,624,BATTERY - SIMPLE ASSAULT,0416,44,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,300 S  HOPE                         ST,,34.0537,-118.2523
100104853,2010-01-16T00:00:00.000,2010-01-15T00:00:00.000,0640,01,Central,0152,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0416,33,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930,,600 S  GRAND                        AV,,34.0488,-118.2553
100104855,2010-01-16T00:00:00.000,2010-01-15T00:00:00.000,0115,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0400,25,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,500 S  FLOWER                       ST,,34.0516,-118.2561
100104876,2010-01-16T00:00:00.000,2010-01-16T00:00:00.000,2035,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,35,F,W,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100104877,2010-01-11T00:00:00.000,2010-01-04T00:00:00.000,1800,01,Central,0163,2,624,BATTERY - SIMPLE ASSAULT,0400,26,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,8TH,BROADWAY,34.0438,-118.2547
100104881,2010-01-16T00:00:00.000,2010-01-16T00:00:00.000,0410,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416,49,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,200 W  6TH                          ST,,34.0460,-118.2509
100104888,2010-01-16T00:00:00.000,2010-01-16T00:00:00.000,1030,01,Central,0111,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,41,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,900 N  BROADWAY,,34.0640,-118.2375
100104898,2010-01-16T00:00:00.000,2010-01-16T00:00:00.000,1410,01,Central,0165,2,624,BATTERY - SIMPLE ASSAULT,0400,54,M,H,102,SIDEWALK,506,FIRE,IC,Invest Cont,624,,600    WALL                         ST,,34.0435,-118.2471
100104899,2010-01-16T00:00:00.000,2010-01-16T00:00:00.000,1410,01,Central,0165,2,624,BATTERY - SIMPLE ASSAULT,0400 1402,52,F,H,102,SIDEWALK,506,FIRE,IC,Invest Cont,624,,600    WALL                         ST,,34.0435,-118.2471
100104902,2010-01-16T00:00:00.000,2010-01-16T00:00:00.000,2100,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0202 0416,55,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH                          ST,SAN PEDRO,34.0423,-118.2452
100104908,2010-01-16T00:00:00.000,2010-01-16T00:00:00.000,1100,01,Central,0192,2,624,BATTERY - SIMPLE ASSAULT,0416,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,1300 S  FLOWER                       ST,,34.0401,-118.2668
100104912,2010-01-17T00:00:00.000,2010-01-16T00:00:00.000,2330,01,Central,0153,1,310,BURGLARY,,61,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,500 S  SPRING                       ST,,34.0474,-118.2496
100104913,2010-01-17T00:00:00.000,2010-01-16T00:00:00.000,2155,01,Central,0156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,43,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,400 E  6TH                          ST,,34.0428,-118.2461
100104914,2010-01-17T00:00:00.000,2010-01-16T00:00:00.000,1540,01,Central,0176,1,210,ROBBERY,0305 0334 0344 0906,20,F,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,8TH,MAPLE,34.0405,-118.2508
100104915,2010-01-17T00:00:00.000,2010-01-16T00:00:00.000,0250,01,Central,0162,1,210,ROBBERY,0344 0416,25,M,W,503,HOTEL,513,STUN GUN,IC,Invest Cont,210,,700 S  HOPE                         ST,,34.0480,-118.2577
100104916,2010-01-17T00:00:00.000,2010-01-16T00:00:00.000,1100,01,Central,0192,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0906,21,F,B,701,HOSPITAL,511,VERBAL THREAT,IC,Invest Cont,930,,1400 S  GRAND                        AV,,34.0372,-118.2654
100104920,2010-01-17T00:00:00.000,2010-01-16T00:00:00.000,1700,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416 0417,66,F,A,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,700 N  BROADWAY,,34.0604,-118.2393
100104928,2010-01-17T00:00:00.000,2010-01-17T00:00:00.000,1215,01,Central,0127,2,624,BATTERY - SIMPLE ASSAULT,0416,28,M,H,726,POLICE FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424
100104929,2010-01-17T00:00:00.000,2010-01-16T00:00:00.000,2000,01,Central,0166,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0421 2000,40,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,400 E  7TH                          ST,,34.0419,-118.2485
100104930,2010-01-17T00:00:00.000,2010-01-17T00:00:00.000,1040,01,Central,0157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,38,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,700 E  6TH                          ST,,34.0412,-118.2436
100104931,2010-01-17T00:00:00.000,2010-01-17T00:00:00.000,1200,01,Central,0152,2,860,BATTERY WITH SEXUAL CONTACT,0522,23,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,7TH,FLOWER,34.0487,-118.2588
100104942,2010-01-18T00:00:00.000,2010-01-18T00:00:00.000,0018,01,Central,0162,1,220,ATTEMPTED ROBBERY,0334 0337 0400,38,M,I,406,OTHER STORE,103,RIFLE,IC,Invest Cont,220,910,500 W  7TH                          ST,,34.0467,-118.2556
100104944,2010-01-17T00:00:00.000,2010-01-17T00:00:00.000,1738,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0417,50,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,6TH                          ST,SAN JULIAN                   ST,34.0423,-118.2452
100104945,2010-01-18T00:00:00.000,2010-01-17T00:00:00.000,0335,01,Central,0151,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,24,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,900    WILSHIRE                     BL,,34.0501,-118.2592
100104946,2010-01-17T00:00:00.000,2010-01-13T00:00:00.000,2000,01,Central,0157,1,210,ROBBERY,0400 0429 1218 2004,31,M,H,102,SIDEWALK,304,CLUB/BAT,AO,Adult Other,210,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100104952,2010-01-15T00:00:00.000,2010-01-14T00:00:00.000,1500,01,Central,0192,2,624,BATTERY - SIMPLE ASSAULT,0401,27,M,B,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,1400 S  GRAND                        AV,,34.0372,-118.2654
100104971,2010-01-18T00:00:00.000,2010-01-17T00:00:00.000,1235,01,Central,0158,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,45,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,1100 E  7TH                          ST,,34.0380,-118.2430
100104973,2010-01-18T00:00:00.000,2010-01-18T00:00:00.000,1130,01,Central,0192,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,24,F,B,701,HOSPITAL,511,VERBAL THREAT,AO,Adult Other,930,,1300 S  HOPE                         ST,,34.0395,-118.2656
100104974,2010-01-18T00:00:00.000,2010-01-18T00:00:00.000,1615,01,Central,0118,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0360 0416 0417,17,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,100 E  ANN                          ST,,34.0648,-118.2313
100104985,2010-01-18T00:00:00.000,2010-01-18T00:00:00.000,2100,01,Central,0119,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,21,F,B,126,"TRAIN, OTHER THAN MTA (ALSO QUERY 809/810/811)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,700 N  ALAMEDA                      ST,,34.0544,-118.2378
100105024,2010-01-19T00:00:00.000,2010-01-18T00:00:00.000,1000,01,Central,0135,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432,61,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,100 E  3RD                          ST,,34.0496,-118.2458
100105025,2010-01-19T00:00:00.000,2010-01-18T00:00:00.000,2100,01,Central,0119,1,210,ROBBERY,0302 0344 0400 1008,23,M,O,108,PARKING LOT,113,SIMULATED GUN,IC,Invest Cont,210,,500    RAMIREZ                      ST,,34.0552,-118.2322
100105037,2010-01-19T00:00:00.000,2010-01-18T00:00:00.000,1835,01,Central,0157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,49,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,6TH,TOWNE,34.0408,-118.2428
100105043,2010-01-20T00:00:00.000,2010-01-19T00:00:00.000,2100,01,Central,0134,2,624,BATTERY - SIMPLE ASSAULT,0429,44,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,300 S  BROADWAY,,34.0510,-118.2480
100105055,2010-01-20T00:00:00.000,2010-01-16T00:00:00.000,2200,01,Central,0182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0319 0416 1814 2000,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,1200 S  OLIVE                        ST,,34.0395,-118.2622
100105102,2010-01-20T00:00:00.000,2010-01-20T00:00:00.000,0915,01,Central,0182,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1300,27,M,H,108,PARKING LOT,307,VEHICLE,IC,Invest Cont,230,,700 W  OLYMPIC                      BL,,34.0444,-118.2628
100105103,2010-01-20T00:00:00.000,2010-01-20T00:00:00.000,0900,01,Central,0176,2,624,BATTERY - SIMPLE ASSAULT,0416,45,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,9TH,SAN PEDRO,34.0373,-118.2503
100105104,2010-01-20T00:00:00.000,2010-01-20T00:00:00.000,1120,01,Central,0154,2,624,BATTERY - SIMPLE ASSAULT,0416,57,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,100 W  5TH                          ST,,34.0467,-118.2485
100105114,2010-01-21T00:00:00.000,2010-01-20T00:00:00.000,0610,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0400,57,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500    SAN JULIAN                   ST,,34.0446,-118.2450
